rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item
4.6/5,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400,[]
4.1/5,364,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese","1,200",[]
3.7/5,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150,[]
3.2/5,167,Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300,"['South Combo Breakfast', 'Puri Sagu', 'South Combo Breakfast', 'Khali Dosa', 'Benne Dosa', 'Plain Dosa', 'Masala Dosa', 'Set Dosa', 'Paper Plain Dosa', 'Paper Masala Dosa', 'Butter Plain Dosa', 'Butter Masala Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Rava Onion Dosa', 'Akki Roti', 'Ragi Dosa', 'Mysore Masala Dosa', 'Ghee Roast Dosa', 'Ghee Masala Dosa', 'Onion Dosa', '2 Idli', 'Single Idli Vada', '2 Idli 1 Vada', 'Rava Idli', 'Mangalore Buns [2 Pieces]', 'Vada', 'Curd Vada', 'Kesari Bath', 'Bajji Pakoda', 'Jamun', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Blackcurrent Ice Cream', 'Butterscotch Ice Cream', 'Triple Sundae Ice Cream', 'Butterscotch Sundae Ice Cream', 'Nut Sundae Ice Cream', 'Gud Bud Ice Cream', 'Golden Cheery Ice Cream', 'My Darling Ice Cream', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Fruit Salad with Nuts Ice Cream', 'Apple Juice', 'Orange Juice', 'Pineapple Juice', 'Water Melon Juice', 'Fresh Lemon Juice', 'Lemon Juice', 'Sweet Lassi', 'Salted Lassi', 'Butter Milk', 'Anar Juice', 'Banana Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Blackcurrent Milkshake', 'Butterscotch Milkshake', 'Cold Coffee Milkshake', 'Tea', 'Coffee', 'Lemon Tea', 'Badam Milk']"
4.2/5,64,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,[]
3.0/5,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450,[]
4.1/5,233,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200,[]
3.8/5,115,Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250,[]
3.9/5,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,"['Indian Veg Combo', 'Indian Non Veg Combo', 'Grilled Chicken Salad', 'Peri Peri French Fries', 'Cheesy French Fries', 'The Americana Chicken', 'BBQ Chicken Cheese', 'Cuban Double Meter', 'Crispy Veggie Burger', 'Double Veg Burger', 'Crumb Fried Cottage Cheese Burger', 'Classic Chicken Burger', 'Basil Chicken and Egg Burger', 'Crumb Fried Chicken Burger', 'Double Chicken Squared Burger', 'Kung Pao Burger', 'Chicken Steak Burger', 'I Got Cheesed Pizza', 'Mr Mac Pasta', 'Veg Pasta Alfredo', 'Veg Pasta Arrabiata', 'Chicken Pasta Alfredo', 'Pesto Chicken Steak', 'Devilled Chicken Steak', 'Veg Basic Combo', 'Veggie Masala Combo', 'Egg Combo', 'Egg and Veg Combo', 'Egg and Chicken Combo', 'Cheese and Mushroom Omelette', 'Indian Veg Combo', 'Veg Quesadillas', 'Indian Non Veg Combo', 'Non Veg Quesadillas', 'Veg Basic Combo', 'Veggie Masala Combo', 'Egg Combo', 'Egg and Veg Combo', 'Egg and Chicken Combo', 'Plain Omelette', 'Masala Omelette', 'Bulls Eye', 'Fried Egg', 'Scrambled Egg', 'Cheese Omelette', 'Cheese and Mushroom Omelette', 'Spicy Egg Bhurji', 'Boiled Egg Bhurji', 'Avocado, Musk Melon and Flax Seeds Salad', 'Watermelon, Chickpeas, Green Apple Salad', 'Papaya, Pomegranate, Kale and Quinoa Salad', 'Cottage Cheese Pasta and Peanut Salad', 'Grilled Chicken Salad', 'Chicken Bistro Salad', 'Fish Bistro Salad', 'Prawns Bistro Salad', 'Fresh Green Garden Salad', 'Peri Peri French Fries', 'Cheesy French Fries', 'Masala French Fries', 'Veg Loaded Nachos', 'Cajun Spied Potato Wedges', 'BBQ Sauce Potato Wedges', 'Garlic Buns with Cheese', 'Grilled Veggies on Skewers', 'Crispy Chilli Yam', 'Thai Fried Baby Corn', 'Chilli Basil Paneer', 'Crumb Fried Paneer', 'Stir Fried Mushrooms with Peri Peri', 'Golden Fried Mushroom Stuffed with Cheese', 'Non Veg Loaded Nachos', 'Cajun Spiced Grilled Chicken Strips', 'Chicken Twister', 'BBQ Chicken Wings', 'Thai Fried Chicken', 'Grilled Chicken in Blackbean Sauce', 'Crun Chicken', 'Devils Chicken', 'Basil Chilly Fish', 'Fish Fingers with Tartar Dip', 'Butter Garlic Prawns', 'Cheese n Mushroom Crispy Joe', 'Corn, Spinach and Cheese Crispy Joe', 'Paneer Crispy Joe', 'Egg Crispy Joe', 'Chicken Crispy Joe', 'Prawns Crispy Joe', 'Cilantro Veggies', 'Paprika Spiced Veg', 'Veg Stroganoff', 'Cottage Cheese and Paneer Steak', 'BBQ Panner Steak', 'Veg Oriental Spiced Plate', 'Red Thai Curry', 'Green Thai Curry', 'Cilantro Chicken', 'Paprika Spiced Chicken', 'Pesto Chicken Steak', 'Devilled Chicken Steak', 'Chicken Chimichurri', 'BBQ Chicken Steak', 'Picante Chicken Steak', 'Chicken Stroganoff', 'Chicken Roulade', 'Chicken Oriental Spiced Plate', 'Chicken Red Thai Curry', 'Chicken Green Thai Curry', 'Fish Red Thai Curry', 'Fish Green Thai Curry', 'Grilled Fish in Dill Sauce', 'Prawns Red Thai Curry', 'Prawns Green Thai Curry', 'Crispy Veggie Burger', 'Crunchy Veggies Burger', 'Grilled Cottage Cheese Burger', 'Double Veg Burger', 'Zucchini and Potato Burger', 'Crumb Fried Cottage Cheese Burger', 'Basil Mushrooms and Egg Burger', 'Classic Chicken Burger', 'Basil Chicken and Egg Burger', 'Crumb Fried Chicken Burger', 'Double Chicken Squared Burger', 'Kung Pao Burger', 'Chicken Steak Burger', 'The Chicken Patty Burger', 'Pulled Chicken Burger', 'Seafood Grill Squared Burger', 'Crumb Fried Fish Burger', 'Crumb Fried Prawns Burger', 'I Got Cheesed Pizza', 'Veg Supremo Pizza', 'Simply Veg Pizza', 'Paneer Butter Masala Pizza', 'Zucchini, Corn, Spinach and Mushroom Pizza', 'Create Your Own Veg Pizza', 'Just BBQ', 'Minced Chicken Pizza', 'Butter Chicken Pizza', 'The Meat Feast', 'Prawns Ghee Roast Pizza', 'Create Your Own Non Veg Pizza', 'Veg Creamy Tomatino Pasta', 'Mr Mac Pasta', 'Veg Pasta Alfredo', 'Veg Pasta Arrabiata', 'Veg Delight Pesto', 'Veg The Twin Bowl', 'Chicken Creamy Tomato Pasta', 'Chicken Pasta Alfredo', 'Chicken Pasta Arrabiata', 'Chicken Delight Pesto The Twin Bowl', 'Chicken The Twin Bowl', 'Chicken Spaghetti Bolognese', 'Prawns Creamy Tomato Pasta', 'The Americano Veg', 'Sriracha Spiced', 'Cubano Cottage Cheese', 'BBQ Cottage Cheese', 'Crumb Fried Cottage Cheese', 'Crumb Fried Cottage Mushroom', 'I Got Egg', 'The Americana Chicken', 'Sriracha Spiced Chicken', 'BBQ Chicken Cheese', 'Cuban Double Meter', 'Deep Grilled Fish', 'Prawns Deep Sea Fisher', 'Crumb Fried Fish', 'Crumb Fried Prawns', 'Brownie Pastries', 'Brownie with Chocolate Sauce Pastries', 'Brownie Fudge', 'Chocopied', 'Cookie Blast', 'Monkey Mania', 'Chocolate Peanut Butter', 'Nutella Deluxe', 'Pink Cinderella', 'Rainbow Showdown', 'Coffee Lover', 'Nutella Pancake [4 Pieces]', 'Caramelised Banana Pancake [4 Pieces]', 'Homemade Chocolate Sauce Pancake [4 Pieces]', 'Peanut Butter Pancake [4 Pieces]', 'Blueberry Syrup Pancake [4 Pieces]', 'Nutella Waffles', 'Caramelised Banana Waffles', 'Homemade Chocolate Sauce Waffles', 'Peanut Butter Waffles', 'Blueberry Syrup Waffles', 'Ice Cream Waffles', 'White and Minty Milkshake', 'Cookie Creme Jello Milkshake', 'Go Bonkers Milkshake', 'Berrylicious Milkshake', 'Mascarpone Fruit Mania Milkshake', 'Date With Your Date Milkshake', 'The Kooldoodh Milkshake', 'In House Monster Milkshake', 'ABCD Healthy Smoothie', 'Seedy Goodness Healthy Smoothie', 'Green Energizer Healthy Smoothie', 'Dark Knight Mocktail', 'Orange Thunder Mocktail', 'Grenadine Fizz Mocktail', 'Apple Crancider Crazy Mocktail', 'Bang On Mocktail', 'Coco Lavender Mocktail', 'Grass Hopper Blue Mocktail', 'Spicy Cooler', 'Lemony Melon', 'Peppered Sweetness']"
4.5/5,155,Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300,[]
4.1/5,305,Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700,[]
3.9/5,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150,[]
3.9/5,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400,[]
4.3/5,630,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200,[]
3.9/5,160,Kumaraswamy Layout,Quick Bites,"Whole Meat Shawarma, Fries",Arabian,300,[]
4.2/5,287,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350,[]
4.1/5,402,Banashankari,Cafe,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",Cafe,500,[]
3.8/5,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750,[]
3.3/5,511,Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550,[]
3.9/5,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200,[]
3.0/5,62,Banashankari,Cafe,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea","Cafe, French, North Indian",400,[]
3.8/5,693,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750,[]
3.8/5,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650,[]
4.1/5,163,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500,[]
4.2/5,191,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250,"['Rava Dosa', 'Onion Dosa', 'Capsicum Dosa', 'Veg Grilled Sandwich', 'Cheese Grilled Sandwich', 'Paneer Grilled Sandwich', 'Veg Cheese Grilled Sandwich', 'Paneer Veg Grilled Sandwich', 'Gud Bud Ice Cream', 'Plain Fresh Fruit Salad', 'Chocolate Sundae', 'Chocolate Milkshake', 'Dry Fruit Milk Shake', 'Rice Bath', '2 Akki Roti', '2 Paratha', 'Ragi Dosa', 'Veg Dosa', 'Rava Dosa', 'Masala Dosa', 'Set Dosa', 'Onion Dosa', 'Plain Dosa', 'Kali Dosa', 'Capsicum Dosa', 'Veg Grilled Sandwich', 'Cheese Grilled Sandwich', 'Paneer Grilled Sandwich', 'Tomato Cheese Grilled Sandwich', 'Veg Cheese Grilled Sandwich', 'Paneer Veg Grilled Sandwich', 'Tomato Capsicum Sandwich', 'Honey Cheese Sandwich', 'Rice Bath', '2 Akki Roti', '2 Paratha', 'Gud Bud Ice Cream', 'Golden Cherry Ice Cream', 'Lovers Special Ice Cream', 'My Favorite Ice Cream', 'Love Birds Ice Cream', 'Banana Split Ice Cream', 'Cool Corner Special Ice Cream', 'Silver Queen Ice Cream', 'Mexican Fiesta Ice Cream', 'Nargis Special Ice Cream', 'Golden King Ice Cream', 'Madona Special Ice Cream', 'Riche Riche Special Ice Cream', 'Vanilla Dry Fruits Ice Cream', 'Fruit Salad with Dry Fruits Ice Cream', 'Kesar Falooda', 'Royal Falooda', 'Special Falooda', 'Plain Fresh Fruit Salad', 'Fresh Fruit Salad with Ice Cream', 'Fresh Fruit Salad with Nuts', 'Triple Sundae', 'H M Special', 'Nut Sundae', 'Traffic Jam Sundae', 'Chocolate Sundae', 'Sunday Special', 'Lemon Juice', 'Tomato Juice', 'Grape Juice', 'Pineapple Juice', 'Water Melon Juice', 'Mosambi Juice', 'Orange Juice', 'Cocktail Juice', 'Mosambi Special Juice', 'Orange Special Juice', 'Chikku Juice', 'Karbuja Juice', 'Banana Milk Shake', 'Carrot Milk Shake', 'Apple Milk Shake', 'Cold Coffee Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Mango Milkshake', 'Rose Milkshake', 'Pista Milkshake', 'Chocolate Milkshake', 'Butter Scotch Milkshake', 'Dry Fruit Milk Shake', 'Litche Milk Shake', 'Sweet Lassi', 'Salted Lassi', 'Coffee', 'Tea', 'Mini Coffee']"
3.5/5,32,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150,[]
2.5/5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500,[]
4.1/5,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500",[]
4.1/5,337,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300,[]
3.9/5,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800,[]
3.6/5,172,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700,[]
3.6/5,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700,[]
4.2/5,504,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550,[]
4.3/5,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad","1,300",[]
4.3/5,860,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,[]
3.8/5,412,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700,[]
3.9/5,142,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian","1,000",[]
3.6/5,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750,[]
4.4/5,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250,[]
3.8/5,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200,[]
3.8/5,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600,[]
3.6/5,58,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650,[]
3.8/5,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550,[]
3.9/5,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450,[]
3.7/5,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,[]
3.8/5,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,[]
2.9/5,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700,[]
3.7/5,136,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600,[]
4.1/5,185,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200,[]
3.8/5,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400,[]
3.8/5,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300,"['Kerala Paratha with Kurma', 'Idly', 'Masala Dosa', 'Butter Masala Dosa', 'Rava Idly', 'Kerala Paratha with Kurma', 'Coffee', 'Tea', 'Hot Badam Milk', 'Idly', 'Curd Rice', 'Bajji', 'Set Dosa', 'Masala Dosa', 'Plain Dosa', 'Butter Masala Dosa', 'Butter Plain Dosa', 'Onion Uttapam', 'Open Butter Masala Dosa', 'Ghee', 'Butter', 'Gadbad Ice Cream', 'Titanic Special Ice Cream', 'Honeymoon Special Ice Cream', 'SKB Special Ice Cream', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Jamun with Ice Cream', 'Vanilla Ice Cream', 'Chocolate Ice Cream', 'Pista Ice Cream', 'Strawberry Ice Cream', 'Butterscotch Ice Cream', 'Mango Ice Cream', 'Mosambi Juice', 'Orange Juice', 'Mango Juice', 'Grape Juice', 'Pineapple Juice', 'Lemon Juice', 'Watermelon Juice', 'Apple Milkshake', 'Sapota Milkshake', 'Mango Milkshake', 'Cold Badami Milkshake', 'Sweet Lassi', 'Salt Lassi', 'Vanilla Ice Cream Milkshake', 'Chocolate Ice Cream Milkshake', 'Pista Ice Cream Milkshake', 'Strawberry Ice Cream Milkshake', 'Butterscotch Ice Cream Milkshake', 'Mango Ice Cream Milkshake']"
3.8/5,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600,[]
3.8/5,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700,[]
3.8/5,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750,[]
4.0/5,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200,[]
3.9/5,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600,[]
2.5/5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200,[]
3.6/5,62,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600,[]
4.1/5,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,[]
3.7/5,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200,"['Masala Dosa', 'Idly Combo', 'Masala Dosa', 'Plain Dosa', 'Onion Dosa', 'Podi Dosa', 'Set Dosa', 'Khali Dosa', 'Paper Ghee Roast', 'Idly Combo']"
3.9/5,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650,[]
3.9/5,128,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500,"['2 Idli', 'Idli Vada', 'Poori Saagu', 'Rice Bath', 'Akki Roti', 'Raagi Roti', 'Sweet Kadubu', 'Kotte Kadubu', 'Set Dosa', 'Masala Dosa', 'Mysore Masala Dosa', 'Onion Dosa', 'Cheese Masala Dosa', 'Veg Sandwich', 'Fruit Sandwich', 'Veg Cheese Sandwich', 'Paneer Veg Sandwich', 'Bread Butter Jam', 'Mushroom Sandwich', 'Mushroom Cheese Sandwich', 'Veg Grilled Sandwich', 'Veg Cheese Grilled Sandwich', '2 Idli', 'Vada', 'Idli Vada', 'Ghee Idli Sambar', 'Single Idli Vada', 'Rava Idli', 'Khara Bath', 'Kesari Bath', 'Chow Chow Bath', 'Curd Vada', 'Poori Saagu', 'Rice Bath', 'Uddin Vada', 'Curd Rice', 'Bajji', 'Pakoda', 'Mangalore Buns', 'Rava Onion Masala Dosa', 'Akki Roti', 'Raagi Roti', 'Masala Roti', 'Sweet Kadubu', 'Kotte Kadubu', 'Set Dosa', 'Plain Dosa', 'Masala Dosa', 'Mysore Masala Dosa', 'Rava Dosa', 'Onion Dosa', 'Rava Masala Dosa', 'Paper Masala Dosa', 'Paper Plain Dosa', 'Butter Plain Dosa', 'Cheese Masala Dosa', 'Open Butter Masala Dosa', 'Paneer Masala Dosa', 'Neer Dosa', 'Onion Masala Dosa', 'Rava Onion Masala Dosa', 'Rava Onion Dosa', 'Medu Dosa', 'Jamoon', 'Halwa', 'Rasmalai', 'Basundi', 'Fruit Bowl', 'Gud Bud', 'Raja Rani', 'Silver Queen', 'Honeymoon Special', 'My Dream', 'My Darling', 'Double Sundae', 'Triple Sundae', 'Banana Split', 'Vanilla Nut Sundae', 'Chocolate Nut Sundae', 'Nut Sundae', 'Hot Chocolate Fudge', 'Wedding Special', 'Special Double', 'Fruit Salad', 'Fruit Sundae', 'Nut Sundae Chocolate Nut', 'Fruit Salad with Ice Cream', 'Two in One', 'Dry Fruit Ice Cream', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Pista Ice Cream', 'Butterscotch Ice Cream', 'Chocolate Ice Cream', 'Blackcurrant Ice Cream', 'Tutti Fruitti Ice Cream', 'Mango Ice Cream', 'Kesar Pista Ice Cream', 'Love Bird Ice Cream', 'Birthday Special Ice Cream', 'My Favorite Ice Cream', 'Lover Special Ice Cream', 'Rose Falooda', 'Kesar Falooda', 'Special Falooda', 'Royal Falooda', 'Sweet Lassi', 'Salt Lassi', 'Special Lassi', 'Banana Lassi', 'Fruit Lassi', 'Mango Lassi', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Grape Juice', 'Watermelon Juice', 'Apple Juice', 'Cocktail', 'Ganga Jamuna', 'Pomegranate Juice', 'Muskmelon Juice', 'Papaya Juice', 'Fresh Lime with Soda', 'Fresh Lime Juice', 'Mushambi Solid', 'Salid Orange Juice', 'Rose Milkshake', 'Chikoo Milkshake', 'Butter Fruit Milkshake', 'Apple Milkshake', 'Banana Milkshake', 'Sapota Milkshake', 'Strawberry Milkshake', 'Chocolate Milkshake', 'Pista Milkshake', 'Vanilla Milkshake', 'Mango Milkshake', 'Dry Fruits Milkshake', 'Dates Milkshake', 'Papaya Milkshake', 'Anjeer Milkshake', 'Badam Milkshake', 'Kesar Milkshake', 'Musk Melon Milkshake', 'Pomegranate Milkshake', 'Cold Badam Milk', 'Cold Coffee', 'Cut Fruits', 'Butterscocth Milkshake', 'Tea', 'Coffee', 'Lemon Tea', 'Ginger Tea']"
4.1/5,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai","1,200",[]
3.8/5,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,[]
4.2/5,179,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600,[]
4.3/5,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100,"['Idli [2 Pieces]', 'Vada [2 Pieces]', 'Savige Bhath', 'Avalakki Bhath', 'Upittu', 'Idli [2 Pieces]', 'Vada [2 Pieces]', 'Kara Bhath', 'Sweet Bhath', 'Navane Bhath', 'Savige Bhath', 'Avalakki Bhath', 'Upittu', 'Jamoon [2 Pieces]']"
3.7/5,323,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850,[]
4.3/5,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400,[]
2.6/5,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,[]
3.9/5,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,"['Idly Combo [Serves 2]', 'Set Dosa Combo [Serves 2]', 'Masala Dosa Combo [Serves 2]', '2 Idli with Vada Combo [Serves 1]', 'Masala Dosa with Chutney Combo [Serves 1]', 'Rava Dosa Combo [Serves 1]']"
